repo,repo_id,active_contributors,hhi_commits,bus_factor_commits,risk_class
rohit-px2/nvui,364013734,5,9746,1,A
romkatv/gitstatus,172673408,11,6937,1,B
rongweihe/cppnotes,254823976,1,10000,1,A
root-project/cling,49210203,46,1315,3,D
root-project/root,10994345,69,755,5,D
ros-industrial/universal_robot,8745199,17,1967,2,D
ros-navigation/navigation2,135363400,83,1648,4,D
rossumur/esp_8_bit,262904229,1,10000,1,A
rougier/freetype-gl,13210710,15,1453,3,D
royhills/arp-scan,12132901,2,9383,1,A
royqh1979/redpanda-cpp,356104267,25,8426,1,A
royshil/obs-backgroundremoval,358081783,31,3949,2,C
royshil/obs-localvocal,677110837,7,5725,1,B
rozniak/xfce-winxp-tc,289344979,10,9247,1,A
rpclib/rpclib,46743840,6,2308,2,D
rpcs3/rpcs3,6520784,53,2329,2,D
rpcsx/rpcsx,657374442,66,3001,2,C
rpisec/mbe,37784277,1,10000,1,A
rpng/open_vins,166249121,15,7214,1,B
rqng/wououi,622430992,5,8105,1,A
rr-debugger/rr,2269868,55,3304,1,C
rrze-hpc/likwid,35045238,39,4622,1,C
rsdkmodding/rsdkv4-decompilation,321543928,42,2230,2,D
rsms/markdown-wasm,226783527,1,10000,1,A
rspamd/rspamd,9549081,56,6836,1,B
rst-tu-dortmund/teb_local_planner,35864690,8,1358,4,D
rsta2/circle,25676773,30,8526,1,A
rstrouse/espsomfy-rts,587122321,5,5030,1,B
rswinkle/portablegl,294358513,2,9963,1,A
rsyncproject/rsync,266877886,52,6256,1,B
rsyslog/rsyslog,10458362,26,6982,1,B
rt-thread/rt-thread,7408108,78,906,5,D
rt64/rt64,745908488,11,5260,1,B
rttrorg/rttr,48062533,1,10000,1,A
rubinius/rubinius,27,1,10000,1,A
rubymetric/chsrc,686497147,28,8034,1,A
rudjigames/mtuner,101243856,2,9608,1,A
rui314/mold,299510783,100,8617,1,A
rukenshia/pomodoro,956984646,2,9003,1,A
runanywhereai/runanywhere-sdks,1023959202,7,6864,1,B
runestubbe/crinkler,141051872,2,5918,1,B
runner365/livevideocoresdk,53037983,1,10000,1,A
runtimecompiledcplusplus/runtimecompiledcplusplus,1946805,6,4939,1,C
rurban/smhasher,18192493,23,4613,1,C
rusefi/rusefi,19047649,61,3127,2,C
rust-gcc/gccrs,13653100,75,500,7,D
rustyrussell/ccan,2474121,7,8296,1,A
rutura/the-c-20-masterclass-source-code,397504146,1,10000,1,A
ruyo/vrm4u,151832828,6,9836,1,A
rvaiya/keyd,389238061,61,7008,1,B
rvaiya/warpd,210099248,11,8494,1,A
rwengine/openrw,34529275,4,4527,1,C
rwfpl/rewolf-wow64ext,32183717,1,10000,1,A
rwkv/rwkv.cpp,621343419,92,1240,3,D
rxi/microui,149854705,1,10000,1,A
rxi/sj.h,1060329454,1,10000,1,A
ryanhaining/cppitertools,12811614,7,5554,1,B
ryanries/universalpausebutton,37095480,3,5550,1,B
rzeldent/esp32cam-rtsp,510936336,9,8347,1,A
s-matyukevich/raspberry-pi-os,95133665,2,7812,1,B
s00500/espui,107566911,18,1813,2,D
s0lst1c3/eaphammer,80882788,10,3125,1,C
s3fs-fuse/s3fs-fuse,14627445,36,4191,1,C
s3n4t0r-0x0/apts-adversary-simulation,851133210,1,10000,1,A
s60sc/esp32-cam_mjpeg2sd,238784472,8,7917,1,B
s9xie/hed,43477752,1,10000,1,A
saadahla/filelesspeloader,599201723,1,10000,1,A
sachuverma/datastructures-algorithms,301996810,36,7822,1,B
safebreach-labs/poolparty,643583366,1,10000,1,A
saghul/txiki.js,198097850,23,7471,1,B
sahib/rmlint,942931,27,1596,2,D
sail-sg/envpool,419490750,18,5025,1,B
sainnhe/caj2pdf-qt,428950992,1,10000,1,A
sair-lab/airslam,493260067,6,7120,1,B
saitoha/libsixel,12247213,14,5991,1,B
sakura-editor/sakura,134057969,25,2642,2,C
saltpi/iplay,772839755,1,10000,1,A
samba-team/samba,38905297,40,1132,4,D
samdenty/wi-pwn,91923053,1,10000,1,A
samhocevar/portable-file-dialogs,152738272,6,6385,1,B
samhocevar/rinetd,49382050,1,10000,1,A
sammycage/lunasvg,249957284,15,8607,1,A
samsung/rlottie,170099639,14,1203,3,D
samtools/samtools,3666841,34,1822,2,D
samyk/magspoof,46814481,1,10000,1,A
samyk/pwnat,5365511,8,1720,3,D
sandboxie-plus/sandboxie,254327261,94,2287,2,D
sandermertens/flecs,146155284,80,7888,1,B
sanni/cartreader,57972074,45,2806,1,C
saptakbhoumik/peregrine,387149158,31,4666,1,C
sarah-walker-pcem/pcem,273738561,24,4047,1,C
saschawillems/vulkan-gltf-pbr,120181295,5,4700,1,C
satdump/satdump,338785731,58,4282,1,C
savoirfairelinux/opendht,28151108,26,6312,1,B
sb-ocr/diy-spacemouse,657732371,1,10000,1,A
sbabic/swupdate,14466698,57,2170,2,D
sbarex/qlmarkdown,324601436,8,7322,1,B
sbarex/sourcecodesyntaxhighlight,216405620,14,7653,1,B
sbrin/lopaka,649434687,8,6934,1,B
scallyw4g/bonsai,74796411,2,9990,1,A
scandum/quadsort,239770490,1,10000,1,A
scanmem/scanmem,32192995,4,3600,1,C
scarsty/kys-cpp,63037248,7,9199,1,A
sched-ext/scx,724381950,85,832,5,D
schedmd/slurm,1924458,57,902,4,D
schellingb/dosbox-pure,323378286,11,9473,1,A
schernykh/p2pool,398770709,22,9366,1,A
schismtracker/schismtracker,58543204,32,7370,1,B
schreibfaul1/esp32-audioi2s,155110539,28,9145,1,A
schrodinger/pymol-open-source,137930516,25,4373,1,C
schwabe/ics-openvpn,32519119,10,9246,1,A
schweikert/fping,2951284,18,2665,2,C
scipr-lab/libsnark,20418463,2,5000,1,B
sciresm/boot9strap,91856396,2,7812,1,B
sciresm/hactool,118800531,4,3438,1,C
sciter-sdk/go-sciter,44316518,8,2664,2,C
scottbez1/smartknob,420580521,9,8605,1,A
scottcgi/mojoc,83890107,2,8861,1,A
screetsec/thefatrat,64060314,1,10000,1,A
scrt/avcleaner,273510871,1,10000,1,A
scummvm/scummvm,1358940,76,458,10,D
scylladb/scylladb,28449431,82,618,6,D
scylladb/seastar,23061798,72,1882,2,D
sdatkinson/neuralampmodelerplugin,577581525,13,5551,1,B
sddm/sddm,7675929,44,1496,2,D
sdlpal/sdlpal,61485617,10,3380,1,C
seanbaxter/circle,170960160,3,9748,1,A
seasx/seaslog,16266772,6,2347,2,D
sebastianstarke/ai4animation,98470332,2,7732,1,B
sebbbi/offsetallocator,592055841,2,9260,1,A
seclab-ucr/intang,103710673,2,5000,1,B
secure-software-engineering/phasar,131954048,25,1833,2,D
secwiki/windows-kernel-exploits,89315980,1,10000,1,A
seeflowerx/stackplz,563689109,4,9656,1,A
seemoo-lab/nexmon,72093010,7,4765,1,C
seemoo-lab/owl,186575156,2,5000,1,B
seetafaceengine/seetaface6,251183042,1,10000,1,A
sekigon-gonnoc/pico-pio-usb,439504278,14,4023,1,C
sel4/sel4,21977691,59,1356,3,D
seladb/pcapplusplus,24911519,70,2067,2,D
selfboot/cs_offer,54698436,1,10000,1,A
selinuxproject/selinux,20648799,39,3120,1,C
sensorium/mozzi,4504500,12,4511,1,C
sentdex/nnfsix,256309306,4,3906,2,C
sepfy/libpeer,355422624,21,5894,1,B
serenityos/jakt,488874661,100,1131,3,D
serenityos/serenity,160083795,95,487,9,D
serge-rgb/milton,32909108,6,2000,2,D
serge-sans-paille/frozen,92028303,17,3132,1,C
serge-sans-paille/pythran,4479494,31,7671,1,B
sergiusthebest/plog,27380078,13,7277,1,B
serial-studio/serial-studio,305089628,18,9671,1,A
session-replay-tools/tcpcopy,2574980,1,10000,1,A
sewenew/redis-plus-plus,114471005,34,6472,1,B
sfml/imgui-sfml,56048623,26,4027,1,C
sfml/sfml,1524684,64,2673,2,C
sfumecjf/cmake-examples-chinese,301707249,2,7222,1,B
sgan81/apfs-fuse,106879638,1,10000,1,A
shader-slang/slang,93882897,88,1572,3,D
shadowfallstudios/als-community,260955344,18,5055,1,B
shadowsocks/shadowsocks-libev,7177269,18,773,6,D
shadowsocksr-live/shadowsocksr-native,98651166,1,10000,1,A
shadps4-emu/shadps4,556675672,99,1107,4,D
shahjalalshohag/code-library,158065193,11,9604,1,A
shaka-project/shaka-packager,19000603,46,1728,2,D
shangjingbo1226/autophrase,75346543,3,3750,1,C
shapelab/swarmui,63821245,1,10000,1,A
sharkdp/dbg-macro,192787774,9,2647,2,C
shekyan/slowhttptest,32239287,7,1562,3,D
shellphish/how2heap,49995295,32,2198,2,D
sheredom/subprocess.h,114390537,9,3195,1,C
sheredom/utf8.h,38717130,12,2325,2,D
sherlockgougou/bigimageviewpager,134252514,4,9163,1,A
shinh/elvm,68355989,9,2079,2,D
shiqiyu/libfacedetection,29518121,7,2810,2,C
shiyanhui/libcsp,253600944,3,3750,1,C
shogun-toolbox/shogun,1555094,1,10000,1,A
shouxieai/tensorrt_pro,389495808,12,2577,2,C
shujiahuang/cpp-primer-plus-6th,386222930,1,10000,1,A
shundhammer/qdirstat,47023494,16,8731,1,A
shunf4/proxychains-windows,234932900,1,10000,1,A
sideeffects/houdiniengineforunreal,18605826,11,4653,1,C
sideeffects/sidefxlabs,172998905,26,1816,2,D
sidoh/esp8266_milight_hub,80194529,5,8493,1,A
siduck/chadwm,387449953,27,2404,2,D
siemens/jailhouse,13720762,11,2043,2,D
sigil-ebook/sigil,12847818,15,5354,1,B
signalwire/freeswitch,154525111,66,4620,1,C
silentbicycle/greatest,3138586,1,10000,1,A
silverf0x/rpcview,84987842,8,2273,2,D
simbody/simbody,12146969,16,4592,1,C
simd-everywhere/simde,86497800,76,2348,2,D
simdjson/simdjson,126412363,73,4941,1,C
simdsoft/yasio,38118583,4,9848,1,A
simdutf/simdutf,335799265,61,3886,1,C
simh/simh,1638129,43,4471,1,C
simhacker/micropolis,32254027,1,10000,1,A
simonfuhrmann/mve,4160797,4,3393,2,C
simple-xx/simplekernel,124174311,2,9875,1,A
simpleble/simpleble,329225507,24,8851,1,A
simplefoc/arduino-foc,173681491,48,4785,1,C
simsong/bulk_extractor,3914697,17,8821,1,A
simsong/tcpflow,3889407,5,3495,2,C
simulationcraft/simc,32278338,68,649,7,D
sinakarvandi/hypervisor-from-scratch,147253230,5,6433,1,B
sipeed/tinymaix,522642478,30,1824,2,D
sipp/sipp,13161657,38,2467,2,D
sisong/hdiffpatch,7307363,6,8029,1,A
sist2app/sist2,211434953,9,6840,1,B
siv3d/opensiv3d,54250200,57,5259,1,B
sivanlaai/rime-pure,300808002,4,7527,1,B
sixze/als-refactored,334440777,11,9340,1,A
skaiworldwide-oss/agensgraph,57401138,43,961,4,D
skeeto/endlessh,168906122,1,10000,1,A
skeeto/w64devkit,262681272,10,8101,1,A
skift-org/skift,145472407,15,9363,1,A
skuep/aioc,546064104,8,9208,1,A
skvadrik/re2c,15682168,20,8884,1,A
skyfloogle/red-viper,655397742,10,9075,1,A
skyjake/lagrange,295608796,44,7734,1,B
skylersaleh/skyemu,369374514,17,7108,1,B
skypjack/entt,86337343,39,9802,1,A
skypjack/uvw,61499901,14,6480,1,B
skythinker616/foc-wheel-legged-robot,666305969,1,10000,1,A
skywind3000/kcp,28515839,13,933,6,D
skywind3000/mini3d,40443465,2,5200,1,B
skywind3000/pystand,455213465,4,6198,1,B
skywind3000/renderhelp,285720498,2,5556,1,B
slackadays/clipboard,568268698,28,9269,1,A
slact/nchan,274218,12,8320,1,A
slembcke/chipmunk2d,2033079,7,2143,2,D
sleuthkit/sleuthkit,2562873,38,1422,3,D
slic3r/slic3r,2309696,9,2992,2,C
slicer/slicer,246939908,52,2222,2,D
slimevr/slimevr-tracker-esp,325574921,63,1213,4,D
sluglab/cxlmemsim,542811476,3,9631,1,A
sm64pc/sm64ex,262091731,15,3090,1,C
smallpond/mit6.828_os,195486932,1,10000,1,A
smartmontools/smartmontools,105252244,46,5446,1,B
sminghub/sming,32271212,15,5839,1,B
smoothieware/smoothieware,2418744,6,7429,1,B
smv1999/competitiveprogrammingquestionbank,255919240,92,307,13,D
snaipe/criterion,30111969,23,4754,1,C
snake-4/zygisk-assistant,766608640,4,8459,1,A
snakster/cpp.react,17088658,1,10000,1,A
snap-stanford/snap,4288357,2,6250,1,B
snapcast/snapcast,28706706,43,7974,1,B
snapchat/keydb,168712350,41,1470,3,D
snapchat/valdi,1091200903,18,1292,3,D
snes9xgit/snes9x,938908,31,5960,1,B
snesrev/zelda3,523544748,25,6600,1,B
snort3/snort3,27875223,51,780,5,D
snowflake-labs/pg_lake,1089433316,16,1702,2,D
snowie2000/mactype,33294473,7,5687,1,B
soci/soci,2738731,33,4393,1,C
socketio/socket.io-client-cpp,33086039,29,988,5,D
soedinglab/mmseqs2,63755587,38,4726,1,C
sofa-framework/sofa,60089478,36,1795,2,D
softethervpn/softethervpn,15583310,41,1474,3,D
softethervpn/softethervpn_stable,107487278,1,10000,1,A
softmotions/ejdb,6427744,8,9552,1,A
software-mansion/react-native-enriched,967922414,9,4078,1,C
software-mansion/react-native-executorch,873548300,23,1300,3,D
sogou/srpc,295369297,18,5025,1,B
sogou/workflow,283410102,26,5587,1,B
solemnwarning/rehex,115035639,12,9620,1,A
solo-io/bumblebee,424577444,14,3812,1,C
solodon4/mach7,20203913,1,10000,1,A
solokeys/solo1,148706208,13,3579,1,C
solosky/pixl.js,566688128,26,4408,1,C
solvespace/solvespace,32905910,62,1264,3,D
sonic-pi-net/sonic-pi,9746477,39,5073,1,B
sonosaurus/sonobus,283667621,10,8307,1,A
sony/flutter-embedded-linux,344340532,16,4282,1,C
sorah/envchain,19921794,3,4688,1,C
soramimi/guitar,77235283,8,9464,1,A
sorayuki/obs-multi-rtmp,250207810,52,2336,2,D
sorbet/sorbet,138776049,68,2661,2,C
souffle-lang/souffle,53711734,54,1522,3,D
soul-lang/soul,160194880,3,4494,1,C
sourmesen/mesen2,348129167,22,9679,1,A
sp4cerat/fast-quadric-mesh-simplification,39198475,1,10000,1,A
spaceandtimefdn/blitzar,652757307,14,5764,1,B
spacehuhntech/esp8266_deauther,78281075,5,2000,3,D
spacehuhntech/wifiduck,191332397,2,5556,1,B
spacemeowx2/switch-lan-play,113214875,6,1875,2,D
sparklemotion/nokogiri,33945,28,8234,1,A
spdk/spdk,39042157,81,583,6,D
specialko/specialk,450996695,16,9617,1,A
speedb-io/speedb,462329984,98,590,7,D
speeduino/speeduino,8002368,48,3702,1,C
spencekonde/attinycore,33135476,23,5974,1,B
spencertipping/jit-tutorial,84356596,1,10000,1,A
spooks4576/ghost_esp,772586891,7,6280,1,B
spotify/annoy,9155431,20,1391,3,D
spotify/pedalboard,383471193,33,8119,1,A
spotify/voyager,627433116,9,3788,1,C
spring/spring,95456,17,4935,1,C
spriteovo/airpodsdesktop,370397287,7,9534,1,A
spuckwaffel/uedumper,649152999,6,4987,1,C
sqfmi/watchy,220497210,33,4031,1,C
sqlcipher/sqlcipher,38617,4,9364,1,A
sqlitebrowser/sqlitebrowser,19416551,54,1625,3,D
squid-cache/squid,24519987,27,2112,2,D
squirrel/squirrel.windows,22338518,12,2200,2,D
sraoss/pg_ivm,473496118,21,5795,1,B
srdja/collections-c,23041948,12,3705,1,C
srombauts/sqlitecpp,4002222,29,2770,2,C
srsran/srsran_4g,14983921,40,1380,3,D
ssloy/tinyraytracer,166652275,1,10000,1,A
stack-of-tasks/pinocchio,24897645,52,2586,2,C
stackia/rtp2httpd,689376936,8,9334,1,A
stan-dev/stan,8043756,21,1841,2,D
standardese/cppast,87620978,10,4697,1,C
stanfordnlp/glove,41752673,9,1736,2,D
stanleyhuangyc/arduinoobd,8989548,1,10000,1,A
stclib/stc,244745918,18,9277,1,A
std-microblock/breeze-shell,910381241,9,8543,1,A
std-microblock/chromatic,477407390,1,10000,1,A
stdware/qwindowkit,725097054,15,4737,1,C
steamclienthomebrew/millennium,634620807,67,7846,1,B
steemit/steem,54517947,3,8550,1,A
stefanhaustein/terminalimageviewer,55813837,10,4118,1,C
stefankueng/grepwin,127288330,18,5518,1,B
steinbergmedia/vstgui,48168902,10,8485,1,A
steineggerlab/foldseek,166769317,22,2347,2,D
stella-cv/stella_vslam,334317360,29,8012,1,A
stellar-group/hpx,4455628,44,1968,2,D
stellar/stellar-core,27085821,32,1257,3,D
stellarium/stellarium,18719856,37,3519,1,C
stenzek/duckstation,207245092,81,6955,1,B
stephane-d/sgdk,32350744,42,7258,1,B
stephane/libmodbus,481977,18,6944,1,B
stephenberry/glaze,514251457,68,8150,1,A
stepmania/stepmania,10923187,16,2222,2,D
stereokit/stereokit,196094870,28,8568,1,A
stereolabs/zed-sdk,87294724,15,1287,3,D
steveicarus/iverilog,16267,35,2697,2,C
stevemacenski/slam_toolbox,133582946,51,1187,6,D
stevengj/nlopt,12412122,34,4350,1,C
stevenlovegrove/pangolin,1096480,22,3254,2,C
stiffstream/restinio,115361853,6,6642,1,B
stlink-org/stlink,1253879,33,2739,2,C
stm32duino/arduino_core_stm32,90867899,66,6699,1,B
stmicroelectronics/stm32cubef4,182088763,11,1792,3,D
storax/kubedoom,205724327,2,5102,1,B
stotko/stdgpu,202712923,6,9482,1,A
strace/strace,29042300,34,5942,1,B
strasdat/sophus,2926200,20,3008,1,C
strato-emu/strato,638661163,34,2785,2,C
strawberrymusicplayer/strawberry,28609243,64,7464,1,B
streetpea/chiaki-ng,526448037,28,5687,1,B
strongswan/strongswan,1031235,36,6451,1,B
strongtz/i915-sriov-dkms,541144641,26,2471,2,D
strukturag/libde265,12384165,16,5988,1,B
strukturag/libheif,115012280,74,6020,1,B
stuckatprototype/racer,872769562,3,4453,1,C
studio3t/robomongo,6580000,3,8441,1,A
studiocherno/walnut,480221480,3,7449,1,B
su2code/su2,11036316,61,1218,4,D
subsurface/subsurface,2319498,32,2822,2,C
sudo-project/sudo,57972154,52,8957,1,A
sui77/rc-switch,32161450,2,5556,1,B
sultim-t/xash-rt,560182945,24,4037,1,C
sumatrapdfreader/sumatrapdf,6041301,47,9425,1,A
supercollider/supercollider,4228314,48,1771,3,D
superdms/hsfreezer-hidden-in-the-snow-,787349754,1,10000,1,A
superpoweredsdk/low-latency-android-ios-linux-windows-tvos-macos-interactive-audio-platform,19702094,4,3238,2,C
supertux/supertux,14650917,49,959,5,D
supertuxkart/stk-code,15920273,37,3258,1,C
surge-synthesizer/surge,149678202,59,4114,1,C
susam/uncap,42393652,1,10000,1,A
sustrik/libdill,49762853,2,5556,1,B
sustrik/libmill,19267652,1,10000,1,A
svenstaro/rofi-calc,133206372,19,2303,2,D
svf-tools/svf,36905975,72,1854,2,D
svxy/the-simpsons-hit-and-run,647840572,1,10000,1,A
swagsoftware/kisak-strike,266676410,6,4329,1,C
swaywm/sway,40217904,48,1958,2,D
swaywm/swaylock,165581769,36,2199,2,D
swaywm/wlroots,89377392,32,5016,1,B
swi-prolog/swipl-devel,17516793,47,8661,1,A
swiftlang/swift,44838949,81,622,8,D
swiftlang/swift-corelibs-foundation,45863890,31,999,4,D
swiftlang/swift-corelibs-libdispatch,45863965,34,883,5,D
swiftlang/swift-llbuild,44838988,44,1011,4,D
swiftlatex/swiftlatex,225990209,4,3650,1,C
switchbrew/libnx,103794142,27,1357,3,D
switchbrew/nx-hbmenu,121178203,14,1510,3,D
swoole/swoole-src,5133949,35,5234,1,B
swow/swow,295651066,20,5472,1,B
sylefeb/silice,213402967,16,8068,1,A
sylikc/jpegview,310500143,12,4719,1,C
syllo/nvtop,94530674,58,2975,1,C
symengine/symengine,42376,28,2199,2,D
symforce-org/symforce,444900243,65,3412,1,C
symisc/sod,129008037,2,8025,1,A
symisc/unqlite,22761491,8,1911,2,D
synfig/synfig,1691967,39,3908,1,C
synocommunity/spksrc,2565137,40,2702,2,C
syoyo/tinygltf,92255456,52,1000,5,D
sypstraw/rpi4-osdev,279028703,3,4286,1,C
syslog-ng/syslog-ng,14146757,49,1931,3,D
sysown/proxysql,27358084,39,2232,2,D
sysprog21/shecc,291543462,22,2860,2,C
syssec-kaist/ltesniffer,626771649,1,10000,1,A
sysstat/sysstat,9670198,24,8611,1,A
system-linux/fazjammer,949611282,3,8437,1,A
system76/firmware-open,176309967,12,5012,1,B
systemd/casync,78859695,6,2099,2,D
systemd/systemd,32873313,68,1608,3,D
systemed/tilemaker,38220628,40,2927,2,C
sz3/libcimbar,254456021,5,9630,1,A
szad670401/hyperlandmark,139556427,1,10000,1,A
szad670401/hyperlpr,104621881,4,8861,1,A
szza/learningnote,224580644,1,10000,1,A
t-vk/esp32-ble-keyboard,201084730,7,2708,2,C
t4y1or/ringq,799138425,1,10000,1,A
t6x/reaver-wps-fork-t6x,33783491,5,4050,1,C
ta-lib/ta-lib,66132152,13,5249,1,B
tablacus/tablacusexplorer,11879182,4,9642,1,A
taf2/curb,34274,14,7545,1,B
taglib/taglib,1465033,30,3586,1,C
taichi-dev/taichi,74660642,86,520,7,D
taisei-project/taisei,977986,11,7424,1,B
taku910/mecab,32217875,1,10000,1,A
tandasat/ddimon,54475281,1,10000,1,A
tandasat/hyperplatform,52611236,3,5938,1,B
taocpp/pegtl,28405090,15,3650,1,C
taosdata/tdengine,196353673,90,574,7,D
tarscloud/tars,79316451,6,9107,1,A
tartanllama/expected,108308364,13,5918,1,B
tasemulators/desmume,74630515,34,4474,1,C
tasemulators/fceux,128689588,32,4401,1,C
taskflow/taskflow,130068982,60,2974,1,C
tats/w3m,16247635,17,4351,1,C
tatsu-syo/nomeiryoui,77316788,10,6810,1,B
taurusxin/ncmdump,414291406,7,8796,1,A
tavianator/bfs,37432557,19,9601,1,A
taviso/123elf,494666336,9,7363,1,B
taviso/ctftool,190683905,1,10000,1,A
taviso/ctypes.sh,39756569,3,5000,1,B
taviso/loadlibrary,92219431,3,4631,1,C
taylorconor/tinytetris,178619111,1,10000,1,A
taywee/args,57257111,8,1633,3,D
tbnobody/opendtu,506984830,64,7828,1,B
tboox/tbox,1595099,13,9229,1,A
tcurdt/iproxy,479545,1,10000,1,A
tdesktop-x64/tdesktop,248290531,57,3495,1,C
tdlib/td,115883761,40,9663,1,A
tdlib/telegram-bot-api,310019917,8,9749,1,A
teamhypersomnia/hypersomnia,11343009,8,9577,1,A
techempower/frameworkbenchmarks,8957264,43,877,4,D
techunrestricted/windiskwriter,593748727,2,9867,1,A
tectonic-typesetting/tectonic,74936681,35,3625,2,C
teeworlds/teeworlds,699072,21,6472,1,B
telegramdesktop/tdesktop,19374812,48,4377,1,C
telegrammessenger/mtproxy,135348215,1,10000,1,A
telekom-security/tpotce,27275442,25,7908,1,B
ten-framework/ten-vad,974628969,10,4203,1,C
tencent/flare,370898904,10,3336,1,C
tencent/gameaisdk,287203686,1,10000,1,A
tencent/hardcoder,211025728,1,10000,1,A
tencent/hippy,221822577,64,967,4,D
tencent/libpag,297535677,40,1780,3,D
tencent/mars,76222419,13,3677,1,C
tencent/mmkv,149111813,29,7989,1,B
tencent/ncnn,95879426,75,5505,1,B
tencent/plato,220415098,4,4861,1,C
tencent/puerts,287706896,91,5083,1,B
tencent/rapidjson,17391973,28,726,6,D
tencent/sluaunreal,142866337,12,8040,1,A
tencent/tbase,220177733,8,2703,2,C
tencent/tendis,321853986,10,3341,2,C
tencent/tgfx,707007021,26,3694,1,C
tencent/tnn,267792621,53,820,5,D
tencent/tscancode,32849372,1,10000,1,A
tencent/turbotransformers,257236246,6,2083,2,D
tencent/unlua,202060771,36,4493,1,C
tencent/wcdb,90961634,15,8787,1,A
tencent/xlua,75811015,24,3379,1,C
tencentyun/trtcsdk,166187299,15,2131,2,D
tenderlove/initial-v,601404362,1,10000,1,A
tenox7/ttyplot,152566268,9,3203,2,C
tensor-compiler/taco,69196911,13,1799,2,D
tensorflow/tensorflow,45717250,89,2915,1,C
tensorflow/text,189305903,84,1646,2,D
tensorflow/tflite-micro,356055024,94,786,6,D
tenstorrent/tt-metal,601205363,97,227,20,D
termux/proot,66195739,9,5014,1,B
termux/termux-x11,204363144,24,6301,1,B
teslamotors/linux,114815307,72,467,9,D
tesseract-ocr/tesseract,22887094,41,3563,1,C
tessil/robin-map,99949895,6,7691,1,B
tevador/randomx,155636399,6,2710,2,C
texstudio-org/texstudio,112370765,50,6500,1,B
texus/tgui,4234723,11,8600,1,A
tezc/sc,311798324,5,6873,1,B
tfhe/tfhe,59225224,1,10000,1,A
tfussell/xlnt,19502813,15,2168,2,D
tgfrerer/island,150248562,6,9892,1,A
thakeenathees/pocketlang,336730906,16,6703,1,B
thalhammer/jwt-cpp,108908685,43,3155,1,C
the-powder-toy/the-powder-toy,796532,36,5291,1,B
the-tcpdump-group/libpcap,9435887,41,3530,2,C
the-tcpdump-group/tcpdump,9435882,35,3492,2,C
thealgorithms/c,63477515,33,2416,2,D
thealgorithms/c-plus-plus,63477612,46,2251,2,D
theassassin/appimagelauncher,125722945,18,6208,1,B
thecherno/hazel,153866232,25,3866,1,C
thecruz/kdmapper,268084326,15,6028,1,B
thedmd/imgui-node-editor,113756383,4,8959,1,A
thelastoutpostworkshop/gpio_viewer,728635572,8,8160,1,A
themaister/granite,100190149,6,9859,1,A
theofficialflow/adrenaline,88371341,1,10000,1,A
theofficialflow/h-encore,139135252,1,10000,1,A
thephd/sol2,49177547,30,2856,1,C
thepowersgang/mrustc,27268808,24,8965,1,A
thestk/rtaudio,13486037,37,1550,2,D
thestk/rtmidi,13499878,37,982,4,D
thestk/stk,12895124,12,1849,2,D
thetumultuousunicornofdarkness/cpu-x,24292801,72,2465,2,D
thewover/donut,178089499,12,6520,1,B
thewtex/tmux-mem-cpu-load,535959,13,2269,2,D
theziz/aha,4260122,2,5000,1,B
thiagoralves/openplc_v3,137387519,32,1854,2,D
thingpulse/esp8266-oled-ssd1306,46080167,17,2718,2,C
thirteenag/ultimate-asi-loader,14176293,5,9024,1,A
thisisgame/cpp-game-engine-book,345923708,3,5026,1,B
thorvg/thorvg,289829423,62,4410,1,C
throneproj/throne,754327435,64,3133,2,C
throwtheswitch/unity,3276860,49,706,7,D
thundercls/xanalyzer,73458530,2,5200,1,B
thunlp/kb2e,58916964,1,10000,1,A
tiann/freereflection,136460624,2,5556,1,B
tianocore/edk2,1613176,68,373,10,D
tianzerl/anime4kcpp,250037047,2,9964,1,A
tidwall/hashmap.c,277642792,5,4097,1,C
tidwall/neco,783844253,3,8692,1,A
tidwall/pogocache,1023788092,5,8724,1,A
tigervnc/tigervnc,21202902,53,5768,1,B
tiiffi/mcrcon,10777685,2,7222,1,B
tikzit/tikzit,30976242,2,9565,1,A
tildearrow/furnace,366986186,98,5488,1,B
tiledb-inc/tiledb,86868560,53,977,4,D
tiltedphoques/tiltedevolution,410270557,49,3056,1,C
timeplus-io/proton,678214856,34,1390,3,D
timercrack/trader,63857395,1,10000,1,A
timescale/pg_textsearch,1014938055,4,9089,1,A
timescale/timescaledb,84240850,69,1398,3,D
timschneeb/rootlessjamesdsp,509083895,4,8962,1,A
tindy2013/stairspeedtest-reborn,199971599,4,6938,1,B
tindy2013/subconverter,218686763,37,5859,1,B
tinycc/tinycc,55339682,47,2255,2,D
tinympc/tinympc,673984575,11,4454,1,C
tinyobjloader/tinyobjloader,5421296,27,3819,1,C
tinyproxy/tinyproxy,47556049,16,5099,1,B
tio/tio,24528317,43,7982,1,B
tixiaoshan/lio-sam,276269866,7,4388,1,C
tixiaoshan/lvi-sam,344324850,3,6860,1,B
tizonia/tizonia-openmax-il,7392648,2,5000,1,B
tjko/jpegoptim,2448559,12,5635,1,B
tkchu/game-programming-patterns-cn,47016587,2,5000,1,B
tklengyel/drakvuf,23253045,28,1506,3,D
tmate-io/tmate,10651420,3,7963,1,B
tmewett/broguece,205895782,37,1523,3,D
tmk/tmk_keyboard,1030602,7,9273,1,A
tmux/tmux,36836475,3,5184,1,B
toantech/deng-s-foc-controller,338871732,2,5128,1,B
