repo,repo_id,depsdev_scorecard_overall,depsdev_scorecard_date,depsdev_dependent_count,depsdev_license,depsdev_open_issues,bestpractices_badge_id,bestpractices_tiered_percentage,fetched_at
sboudrias/inquirer.js,gh/10114077,5.8,2026-04-20,81219,MIT,18,,,2026-05-03T19:16:05+00:00
scikit-build/ninja-python-distributions,gh/75102202,,,1096,Apache-2.0,9,,,2026-05-03T19:16:04+00:00
scikit-learn/scikit-learn,gh/843222,9.4,2026-04-20,27960,BSD-3-Clause,2059,,,2026-05-03T19:16:05+00:00
scipy/scipy,gh/1460385,5.8,2026-04-20,65545,BSD-3-Clause,1788,,,2026-05-03T19:16:05+00:00
seanmonstar/reqwest,gh/62350380,4.9,2026-04-20,0,Apache-2.0,463,,,2026-05-03T19:16:05+00:00
sec-ant/readable-stream,gh/569980966,,,2,MIT,2,,,2026-05-03T19:16:05+00:00
selinuxproject/selinux,gh/20648799,5.5,2026-05-04,,non-standard,130,,,2026-05-17T23:43:06+00:00
serde-rs/bytes,gh/87358441,4.2,2026-04-20,0,Apache-2.0,12,,,2026-05-03T19:16:06+00:00
serde-rs/json,gh/35894511,5.7,2026-04-20,0,Apache-2.0,223,,,2026-05-03T19:16:06+00:00
serde-rs/serde,gh/14367737,5.7,2026-04-20,1889,Apache-2.0,382,,,2026-05-03T19:16:06+00:00
serde-rs/test,gh/670894947,,,514,Apache-2.0,11,,,2026-05-03T19:16:07+00:00
servo/rust-fnv,gh/33499190,3.7,2026-04-20,27572,Apache-2.0,9,,,2026-05-03T19:16:07+00:00
servo/rust-smallvec,gh/33456236,3.9,2026-04-20,38847,Apache-2.0,51,,,2026-05-03T19:16:07+00:00
servo/rust-url,gh/14934771,6.1,2026-04-20,84896,Apache-2.0,178,,,2026-05-03T19:16:15+00:00
shtylman/node-process,gh/7580644,2.1,2026-04-20,202456,MIT,16,,,2026-05-03T19:16:15+00:00
sinclairzx81/sinclair-typebox,gh/1122129819,,,43480,non-standard,1,,,2026-05-03T19:16:15+00:00
sindresorhus/ansi-escapes,gh/40721875,3.8,2026-04-20,9190,MIT,1,,,2026-05-03T19:16:16+00:00
sindresorhus/array-union,gh/21005682,3.7,2026-04-20,2583,MIT,0,,,2026-05-03T19:16:16+00:00
sindresorhus/binary-extensions,gh/29771015,3.9,2026-04-20,381,MIT,0,,,2026-05-03T19:16:16+00:00
sindresorhus/callsites,gh/18938743,3.8,2026-04-20,1353,MIT,0,,,2026-05-03T19:16:16+00:00
sindresorhus/camelcase,gh/25116836,3.8,2026-04-20,315,MIT,0,,,2026-05-03T19:16:17+00:00
sindresorhus/clean-stack,gh/62838930,3.8,2026-04-20,9,MIT,0,,,2026-05-03T19:16:17+00:00
sindresorhus/cli-cursor,gh/23512396,3.6,2026-04-20,20306,MIT,0,,,2026-05-03T19:16:17+00:00
sindresorhus/crypto-random-string,gh/73665728,3.9,2026-04-20,276,MIT,0,,,2026-05-03T19:16:17+00:00
sindresorhus/decamelize,gh/29773710,4,2026-04-20,1530,MIT,0,,,2026-05-03T19:16:18+00:00
sindresorhus/detect-newline,gh/21304485,3.6,2026-04-20,1889,MIT,0,,,2026-05-03T19:16:18+00:00
sindresorhus/environment,gh/793180075,,,9584,MIT,0,,,2026-05-03T19:16:18+00:00
sindresorhus/escape-string-regexp,gh/21169121,3.7,2026-04-20,22512,MIT,0,,,2026-05-03T19:16:18+00:00
sindresorhus/execa,gh/47475908,4.3,2026-04-20,11025,MIT,16,,,2026-05-03T19:16:19+00:00
sindresorhus/figures,gh/21672939,4.1,2026-04-20,13592,MIT,0,,,2026-05-03T19:16:19+00:00
sindresorhus/file-type,gh/19105307,3.4,2026-04-20,453,MIT,0,,,2026-05-03T19:16:19+00:00
sindresorhus/find-cache-dir,gh/48783244,3.9,2026-04-20,18,MIT,0,,,2026-05-03T19:16:19+00:00
sindresorhus/find-cache-directory,gh/48783244,,,,MIT,0,,,2026-05-17T23:43:06+00:00
sindresorhus/find-up,gh/41723004,3.7,2026-04-20,556,MIT,1,,,2026-05-03T19:16:20+00:00
sindresorhus/find-up-simple,gh/714044439,3.7,2026-04-20,6038,MIT,0,,,2026-05-03T19:16:20+00:00
sindresorhus/get-east-asian-width,gh/711160838,4.1,2026-04-20,36461,MIT,0,,,2026-05-03T19:16:20+00:00
sindresorhus/get-stream,gh/44264225,4.3,2026-04-20,14073,MIT,0,,,2026-05-03T19:16:20+00:00
sindresorhus/globals,gh/15186239,4.7,2026-04-20,1486,MIT,10,,,2026-05-03T19:16:21+00:00
sindresorhus/globby,gh/21069494,3.9,2026-04-20,1853,MIT,0,,,2026-05-03T19:16:21+00:00
sindresorhus/has-flag,gh/38718671,3.6,2026-04-20,1021,MIT,0,,,2026-05-03T19:16:37+00:00
sindresorhus/import-fresh,gh/22020904,3.8,2026-04-20,43,MIT,0,,,2026-05-03T19:16:37+00:00
sindresorhus/import-local,gh/90292430,3.7,2026-04-20,68659,MIT,2,,,2026-05-03T19:16:37+00:00
sindresorhus/indent-string,gh/20576837,3.7,2026-04-20,17843,MIT,0,,,2026-05-03T19:16:38+00:00
sindresorhus/is-binary-path,gh/29771247,3.6,2026-04-20,75,MIT,0,,,2026-05-03T19:16:38+00:00
sindresorhus/is-docker,gh/33590534,3.6,2026-04-20,224,MIT,0,,,2026-05-03T19:16:38+00:00
sindresorhus/is-fullwidth-code-point,gh/39222301,3.8,2026-04-20,8082,MIT,0,,,2026-05-03T19:16:38+00:00
sindresorhus/is-inside-container,gh/601943060,3.4,2026-04-20,25639,MIT,0,,,2026-05-03T19:16:39+00:00
sindresorhus/is-path-inside,gh/21054113,3.7,2026-04-20,5181,MIT,0,,,2026-05-03T19:16:39+00:00
sindresorhus/is-plain-obj,gh/38923193,3.8,2026-04-20,40880,MIT,0,,,2026-05-03T19:16:39+00:00
sindresorhus/is-stream,gh/29436825,3.7,2026-04-20,14653,MIT,0,,,2026-05-03T19:16:39+00:00
sindresorhus/is-unicode-supported,gh/348660847,3.7,2026-04-20,29616,MIT,0,,,2026-05-03T19:16:40+00:00
sindresorhus/is-wsl,gh/88415331,3.9,2026-04-20,22309,MIT,0,,,2026-05-03T19:16:40+00:00
sindresorhus/leven,gh/22794601,3.7,2026-04-20,524,MIT,0,,,2026-05-03T19:16:40+00:00
sindresorhus/locate-path,gh/74266248,3.7,2026-04-20,786,MIT,0,,,2026-05-03T19:16:40+00:00
sindresorhus/log-symbols,gh/21673868,3.8,2026-04-20,5603,MIT,1,,,2026-05-03T19:16:41+00:00
sindresorhus/lowercase-keys,gh/29769737,3.9,2026-04-20,104,MIT,0,,,2026-05-03T19:16:41+00:00
sindresorhus/make-dir,gh/90776169,3.8,2026-04-20,80,MIT,0,,,2026-05-03T19:16:41+00:00
sindresorhus/meow,gh/25121561,4.8,2026-04-20,1091,MIT,3,,,2026-05-03T19:16:41+00:00
sindresorhus/mimic-fn,gh/71381729,4.2,2026-04-20,9,MIT,0,,,2026-05-03T19:16:42+00:00
sindresorhus/mimic-function,gh/71381729,,,22824,MIT,0,,,2026-05-03T19:16:42+00:00
sindresorhus/mimic-response,gh/93189529,3.7,2026-04-20,8640,MIT,0,,,2026-05-03T19:16:42+00:00
sindresorhus/node-defaults,gh/7985040,3.6,2026-04-20,51,MIT,0,,,2026-05-03T19:16:42+00:00
sindresorhus/normalize-url,gh/29094022,4.1,2026-04-20,220,MIT,0,,,2026-05-03T19:16:43+00:00
sindresorhus/npm-run-path,gh/48707028,3.9,2026-04-20,12008,MIT,0,,,2026-05-03T19:16:43+00:00
sindresorhus/object-assign,gh/16457190,3.7,2026-04-20,622246,MIT,0,,,2026-05-03T19:16:43+00:00
sindresorhus/onetime,gh/14847357,3.9,2026-04-20,4,MIT,0,,,2026-05-03T19:16:45+00:00
sindresorhus/open,gh/18469325,3.7,2026-04-20,4690,MIT,2,,,2026-05-03T19:16:45+00:00
sindresorhus/p-limit,gh/71542716,4.5,2026-04-20,1337,MIT,1,,,2026-05-03T19:16:45+00:00
sindresorhus/p-locate,gh/74265632,3.9,2026-04-20,19,MIT,0,,,2026-05-03T19:16:46+00:00
sindresorhus/p-map,gh/71526722,3.9,2026-04-20,8999,MIT,12,,,2026-05-03T19:16:46+00:00
sindresorhus/p-try,gh/71534796,3.7,2026-04-20,12,MIT,0,,,2026-05-03T19:16:46+00:00
sindresorhus/package-directory,gh/41724281,,,,,,,,2026-05-17T23:43:06+00:00
sindresorhus/parent-module,gh/50187748,3.6,2026-04-20,33,MIT,0,,,2026-05-03T19:16:46+00:00
sindresorhus/parse-json,gh/41367145,4,2026-04-20,4317,MIT,1,,,2026-05-03T19:16:47+00:00
sindresorhus/path-exists,gh/34965664,3.7,2026-04-20,11459,MIT,0,,,2026-05-03T19:16:47+00:00
sindresorhus/path-is-absolute,gh/30900285,3,2026-04-20,77,MIT,0,,,2026-05-03T19:16:47+00:00
sindresorhus/path-key,gh/48706449,3.8,2026-04-20,30887,MIT,0,,,2026-05-03T19:16:47+00:00
sindresorhus/path-type,gh/41905436,3.7,2026-04-20,4835,MIT,0,,,2026-05-03T19:16:48+00:00
sindresorhus/pify,gh/41585934,3.8,2026-04-20,185,MIT,0,,,2026-05-03T19:16:48+00:00
sindresorhus/pkg-dir,gh/41724281,3.8,2026-04-20,40,MIT,0,,,2026-05-03T19:16:48+00:00
sindresorhus/quick-lru,gh/86679721,3.7,2026-04-20,50699,MIT,0,,,2026-05-03T19:16:48+00:00
sindresorhus/read-package-up,gh/41842429,,,751,MIT,0,,,2026-05-17T23:43:07+00:00
sindresorhus/read-pkg,gh/41790094,3.8,2026-04-20,1076,MIT,0,,,2026-05-03T19:16:49+00:00
sindresorhus/read-pkg-up,gh/41842429,3.6,2026-04-20,403,MIT,0,,,2026-05-03T19:16:49+00:00
sindresorhus/resolve-cwd,gh/47504070,3.7,2026-04-20,71979,MIT,1,,,2026-05-03T19:16:49+00:00
sindresorhus/resolve-from,gh/22022707,3.7,2026-04-20,118994,MIT,2,,,2026-05-03T19:16:49+00:00
sindresorhus/restore-cursor,gh/23512229,3.7,2026-04-20,20408,MIT,0,,,2026-05-03T19:16:50+00:00
sindresorhus/shebang-regex,gh/30903733,3.7,2026-04-20,23,MIT,0,,,2026-05-03T19:16:50+00:00
sindresorhus/slash,gh/11516031,3.7,2026-04-20,7818,MIT,0,,,2026-05-03T19:16:50+00:00
sindresorhus/string-width,gh/39222730,4.4,2026-04-20,9428,MIT,1,,,2026-05-03T19:16:50+00:00
sindresorhus/strip-bom,gh/18444852,3.6,2026-04-20,497,MIT,0,,,2026-05-03T19:16:51+00:00
sindresorhus/strip-final-newline,gh/47453723,3.8,2026-04-20,11557,MIT,0,,,2026-05-03T19:16:51+00:00
sindresorhus/strip-indent,gh/18242629,3.7,2026-04-20,9965,MIT,0,,,2026-05-03T19:17:07+00:00
sindresorhus/strip-json-comments,gh/14468669,3.7,2026-04-20,5347,MIT,0,,,2026-05-03T19:17:07+00:00
sindresorhus/tagged-tag,gh/795552264,,,10193,MIT,0,,,2026-05-03T19:17:07+00:00
sindresorhus/to-fast-properties,gh/31656998,3.7,2026-04-20,22,MIT,0,,,2026-05-03T19:17:08+00:00
sindresorhus/type-fest,gh/175398594,5.3,2026-04-20,9723,non-standard,210,,,2026-05-03T19:17:08+00:00
sindresorhus/unicorn-magic,gh/716660564,3.4,2026-04-20,2862,MIT,0,,,2026-05-03T19:17:08+00:00
sindresorhus/yocto-queue,gh/315531538,3.6,2026-04-20,16663,MIT,0,,,2026-05-03T19:17:08+00:00
sinonjs/commons,gh/143001748,3.4,2026-04-20,1,BSD-3-Clause,1,,,2026-05-03T19:17:09+00:00
sinonjs/fake-timers,gh/16523712,5.7,2026-04-20,1274,BSD-3-Clause,9,,,2026-05-03T19:17:09+00:00
smithy-lang/smithy-rs,gh/308027791,,,11,Apache-2.0,369,,,2026-05-03T19:17:10+00:00
smithy-lang/smithy-typescript,gh/208319207,,,3523118,Apache-2.0,75,,,2026-05-03T19:17:11+00:00
smol-rs/fastrand,gh/267368764,4.3,2026-04-20,20991,Apache-2.0,10,,,2026-05-03T19:17:09+00:00
snowflakedb/snowflake-connector-python,gh/62262074,5.2,2026-04-20,348,Apache-2.0,137,,,2026-05-03T19:17:09+00:00
socketio/socket.io,gh/557980,6.4,2026-04-20,134164,MIT,206,,,2026-05-03T19:17:10+00:00
sqlalchemy/sqlalchemy,gh/159271175,5.2,2026-04-20,20733,MIT,214,,,2026-05-03T19:17:10+00:00
sqlite/sqlite,gh/176278485,4.5,2026-05-04,,non-standard,21,,,2026-05-17T23:43:07+00:00
srijs/rust-crc32fast,gh/157348282,3.6,2026-04-20,8512,Apache-2.0,6,,,2026-05-03T19:17:10+00:00
stebalien/tempfile,gh/33832372,5.7,2026-04-20,17488,Apache-2.0,3,,,2026-05-03T19:17:11+00:00
stefanpenner/get-caller-file,gh/48818175,2.1,2026-04-20,264794,non-standard,6,,,2026-05-03T19:17:11+00:00
storybookjs/storybook,gh/54173593,6,2026-04-20,1852,MIT,2267,,,2026-05-03T19:17:12+00:00
stream-utils/destroy,gh/15544623,2.8,2026-04-20,249488,MIT,2,,,2026-05-03T19:17:11+00:00
stream-utils/raw-body,gh/12823654,5.7,2026-04-20,69959,MIT,8,,,2026-05-03T19:17:12+00:00
stream-utils/unpipe,gh/37428186,2,2026-04-20,322636,MIT,0,,,2026-05-03T19:17:12+00:00
streamich/memfs,gh/37490572,5.4,2026-04-20,66460,Apache-2.0,53,,,2026-05-03T19:17:13+00:00
stub42/pytz,gh/63155638,4.9,2026-04-20,42727,MIT,41,,,2026-05-03T19:17:12+00:00
suguru03/neo-async,gh/27030361,2.4,2026-04-20,157997,non-standard,15,,,2026-05-03T19:17:13+00:00
sval-rs/sval,gh/157205610,4.5,2026-04-20,65,Apache-2.0,2,,,2026-05-03T19:17:15+00:00
swc-project/swc,gh/115110181,5.1,2026-04-20,63712,Apache-2.0,431,,,2026-05-03T19:17:20+00:00
sybrenstuvel/python-rsa,gh/50107469,5.6,2026-04-20,4529,non-standard,28,,,2026-05-03T19:17:13+00:00
syntax-tree/unist-util-is,gh/41795086,3.4,2026-04-20,17222,MIT,0,,,2026-05-03T19:17:15+00:00
systemd/systemd,gh/32873313,8.8,2026-04-20,,GPL-2.0,3279,passing,187,2026-05-03T19:17:15+00:00
taiki-e/pin-project,gh/164668916,6.5,2026-04-20,18508,Apache-2.0,8,,,2026-05-03T19:17:16+00:00
taiki-e/pin-project-lite,gh/216847853,6.5,2026-04-20,36425,Apache-2.0,10,,,2026-05-03T19:17:16+00:00
taiki-e/portable-atomic,gh/448365131,7.2,2026-04-20,2229,Apache-2.0,16,,,2026-05-03T19:17:16+00:00
tapjs/signal-exit,gh/35711072,3.4,2026-04-20,144406,non-standard,11,,,2026-05-03T19:17:16+00:00
tapjs/stack-utils,gh/48974178,3.4,2026-04-20,77953,MIT,17,,,2026-05-03T19:17:17+00:00
tartley/colorama,gh/18892209,3.9,2026-04-20,20221,BSD-3-Clause,134,,,2026-05-03T19:17:17+00:00
teambition/merge2,gh/25396227,2.7,2026-04-20,199339,MIT,3,,,2026-05-03T19:17:17+00:00
teddriggs/darling,gh/89984100,3.4,2026-04-20,1350,MIT,9,,,2026-05-03T19:17:17+00:00
tehshrike/deepmerge,gh/3276413,2.3,2026-04-20,123916,MIT,60,,,2026-05-03T19:17:18+00:00
terkelg/sisteransi,gh/122441239,2.9,2026-04-20,108947,MIT,3,,,2026-05-03T19:17:18+00:00
terser/terser,gh/29097127,5.8,2026-04-20,87254,non-standard,335,,,2026-05-03T19:17:18+00:00
textualize/rich,gh/220809393,6.7,2026-04-20,66195,MIT,315,,,2026-05-03T19:17:18+00:00
theskumar/python-dotenv,gh/23727790,5,2026-04-20,54478,BSD-3-Clause,89,,,2026-05-03T19:17:19+00:00
thkukuk/rpcsvc-proto,gh/55140533,,,,non-standard,6,,,2026-05-17T23:43:07+00:00
thlorenz/convert-source-map,gh/8751561,3.9,2026-04-20,145569,MIT,6,,,2026-05-03T19:17:19+00:00
thlorenz/deep-is,gh/9345558,1.9,2026-04-20,149353,non-standard,0,,,2026-05-03T19:17:19+00:00
thomasdickey/ncurses-snapshots,gh/65149533,,,,non-standard,0,,,2026-05-17T23:43:08+00:00
tim-kos/node-retry,gh/1738798,3.1,2026-04-20,80940,non-standard,20,,,2026-05-03T19:17:19+00:00
time-rs/time,gh/26459635,5,2026-04-20,2174,Apache-2.0,10,,,2026-05-03T19:17:20+00:00
tj/commander.js,gh/2206953,6.8,2026-04-20,61894,MIT,13,,,2026-05-03T19:17:20+00:00
tj/node-cookie-signature,gh/6229722,2.3,2026-05-04,,MIT,3,,,2026-05-17T23:43:08+00:00
tjguk/wmi,gh/23124645,,,103,,,,,2026-05-17T23:43:08+00:00
tkem/cachetools,gh/18006791,6.9,2026-04-20,13986,MIT,0,,,2026-05-03T19:17:21+00:00
tokio-rs/bytes,gh/30062547,5.4,2026-04-20,28207,MIT,85,,,2026-05-03T19:17:21+00:00
tokio-rs/loom,gh/161875917,4.3,2026-04-20,257,MIT,109,,,2026-05-03T19:17:21+00:00
tokio-rs/prost,gh/94262864,6.5,2026-04-20,62,Apache-2.0,235,,,2026-05-03T19:17:37+00:00
tokio-rs/slab,gh/37093133,4.6,2026-04-20,29007,MIT,11,,,2026-05-03T19:17:37+00:00
tokio-rs/tokio,gh/67836789,6.9,2026-04-20,96074,MIT,415,,,2026-05-03T19:17:38+00:00
tokio-rs/tracing,gh/165289175,6.1,2026-04-20,67889,MIT,826,,,2026-05-03T19:17:38+00:00
toml-rs/toml,gh/95902102,7.8,2026-04-20,0,Apache-2.0,61,,,2026-05-03T19:17:37+00:00
tootallnate/proxy-agents,gh/11293703,4,2026-04-20,5648,,42,,,2026-05-03T19:17:38+00:00
tootallnate/util-deprecate,gh/19321056,2.3,2026-04-20,783078,MIT,1,,,2026-05-03T19:17:38+00:00
tower-rs/tower,gh/98244646,4.7,2026-04-20,17772,MIT,87,,,2026-05-03T19:17:39+00:00
tox-dev/filelock,gh/17098256,,,27639,MIT,0,,,2026-05-03T19:17:39+00:00
tox-dev/platformdirs,gh/367032142,,,43671,MIT,0,,,2026-05-03T19:17:39+00:00
tqdm/tqdm,gh/36804486,4.8,2026-05-04,72068,non-standard,612,passing,109,2026-05-17T23:43:08+00:00
tritondatacenter/node-assert-plus,gh/4767976,,,,,,,,2026-05-17T23:43:09+00:00
tritondatacenter/node-extsprintf,gh/4058064,,,,,,,,2026-05-17T23:43:09+00:00
troygoode/node-require-directory,gh/3053807,2.3,2026-04-20,297659,MIT,19,,,2026-05-03T19:17:39+00:00
trysound/postcss-value-parser,gh/40920306,2.8,2026-04-20,137839,MIT,23,,,2026-05-03T19:17:40+00:00
tsconfig/bases,gh/263697285,4.5,2026-04-20,33180,MIT,53,,,2026-05-03T19:17:40+00:00
tukaani-project/xz,gh/553665726,5.8,2026-04-20,,non-standard,6,,,2026-05-03T19:17:40+00:00
typescript-eslint/typescript-eslint,gh/165536154,5.8,2026-04-20,128211,MIT,302,,,2026-05-03T19:17:42+00:00
unicode-org/icu,gh/49244766,9,2026-05-04,,non-standard,116,passing,149,2026-05-17T23:43:16+00:00
unicode-org/icu4x,gh/243395141,6.4,2026-04-20,280,non-standard,662,,,2026-05-03T19:17:42+00:00
unicode-rs/unicode-xid,gh/34637906,3.2,2026-04-20,9574,non-standard,6,,,2026-05-03T19:17:40+00:00
unshiftio/requires-port,gh/26316179,2.8,2026-04-20,136994,MIT,2,,,2026-05-03T19:17:41+00:00
uqfoundation/dill,gh/11031844,3.7,2026-04-20,10987,non-standard,202,,,2026-05-03T19:17:41+00:00
urllib3/urllib3,gh/2410676,8.6,2026-04-20,174619,MIT,183,passing,164,2026-05-03T19:17:41+00:00
util-linux/util-linux,gh/2339555,,,,GPL-2.0,434,passing,113,2026-05-03T19:17:42+00:00
uuidjs/uuid,gh/1203139,6.1,2026-04-20,3714,MIT,2,,,2026-05-03T19:17:42+00:00
vercel/ai,gh/644461337,,,13788,non-standard,1572,,,2026-05-03T19:17:43+00:00
vercel/ms,gh/3655872,5.1,2026-04-20,842061,MIT,33,,,2026-05-03T19:17:43+00:00
vercel/next.js,gh/70107786,6.3,2026-04-20,225275,MIT,3851,,,2026-05-03T19:17:43+00:00
visionmedia/bytes.js,gh/4626886,2.8,2026-04-20,307379,MIT,9,,,2026-05-03T19:17:43+00:00
visionmedia/node-cookie-signature,gh/6229722,2.3,2026-04-20,67171,MIT,3,,,2026-05-03T19:17:45+00:00
vitest-dev/vitest,gh/434708679,,,3902,MIT,396,,,2026-05-03T19:17:45+00:00
vorner/signal-hook,gh/137260008,3.7,2026-04-20,15552,Apache-2.0,23,,,2026-05-03T19:17:45+00:00
vuejs/core,gh/137078487,5.4,2026-04-20,542893,MIT,986,,,2026-05-03T19:17:46+00:00
wasm-bindgen/wasm-bindgen,gh/114685405,,,191895,Apache-2.0,547,,,2026-05-03T19:17:46+00:00
watson/ci-info,gh/71475907,3.2,2026-04-20,45440,MIT,24,,,2026-05-03T19:17:46+00:00
wbond/asn1crypto,gh/36823669,4.3,2026-04-20,1747,MIT,62,,,2026-05-03T19:17:46+00:00
webmproject/libwebp,gh/23368445,3.2,2026-04-20,,BSD-3-Clause,4,,,2026-05-03T19:17:47+00:00
webpack/enhanced-resolve,gh/5400204,5.6,2026-04-20,71508,MIT,10,,,2026-05-03T19:17:47+00:00
webpack/loader-utils,gh/6503675,5.1,2026-04-20,46248,MIT,14,,,2026-05-03T19:17:47+00:00
webpack/schema-utils,gh/80306715,4.2,2026-04-20,63263,MIT,7,,,2026-05-03T19:17:48+00:00
webpack/tapable,gh/7730086,5.7,2026-04-20,76332,MIT,3,,,2026-05-03T19:17:48+00:00
webpack/terser-webpack-plugin,gh/143057914,,,59161,MIT,4,,,2026-05-03T19:17:48+00:00
webpack/watchpack,gh/24119524,5.6,2026-04-20,117212,MIT,10,,,2026-05-03T19:17:48+00:00
webpack/webpack-sources,gh/48954523,5.5,2026-04-20,60061,MIT,1,,,2026-05-03T19:17:49+00:00
webreflection/flatted,gh/131121620,4.4,2026-04-20,83828,non-standard,3,,,2026-05-03T19:17:49+00:00
webreflection/html-escaper,gh/33597730,2,2026-04-20,2671,MIT,0,,,2026-05-03T19:17:49+00:00
websocket-client/websocket-client,gh/1202362,3.8,2026-04-20,16660,Apache-2.0,31,,,2026-05-03T19:17:49+00:00
websockets/ws,gh/2744972,5.4,2026-04-20,137727,MIT,5,,,2026-05-03T19:17:50+00:00
wesleytodd/setprototypeof,gh/30301031,3.2,2026-04-20,329247,non-standard,1,,,2026-05-03T19:17:50+00:00
whitequark/ipaddr.js,gh/2110585,4.1,2026-04-20,,MIT,13,,,2026-05-03T19:17:50+00:00
withoutboats/heck,gh/86326466,3,2026-04-20,3003,Apache-2.0,14,,,2026-05-03T19:17:51+00:00
xiph/ogg,gh/33956205,2.5,2026-04-20,,BSD-3-Clause,17,,,2026-05-03T19:17:51+00:00
xtuc/webassemblyjs,gh/113006071,1.7,2026-04-20,462488,MIT,82,,,2026-05-03T19:18:07+00:00
yahoo/serialize-javascript,gh/24106944,4.7,2026-04-20,1556,non-standard,44,,,2026-05-03T19:17:51+00:00
yaml/libyaml,gh/2699072,4.2,2026-04-20,,MIT,115,,,2026-05-03T19:17:51+00:00
yaml/pyyaml,gh/2700147,4.8,2026-04-20,105265,MIT,348,,,2026-05-03T19:18:07+00:00
yargs/cliui,gh/34287546,3.4,2026-04-20,5754,non-standard,23,,,2026-05-03T19:18:07+00:00
yargs/set-blocking,gh/58830287,2.5,2026-04-20,221576,non-standard,3,,,2026-05-03T19:18:08+00:00
yargs/y18n,gh/39720886,3.4,2026-04-20,191125,non-standard,18,,,2026-05-03T19:18:08+00:00
yargs/yargs,gh/14210523,5.5,2026-04-20,5637,MIT,321,,,2026-05-03T19:18:08+00:00
yargs/yargs-parser,gh/50258379,4,2026-04-20,6209,non-standard,59,,,2026-05-03T19:18:09+00:00
yuzujs/setimmediate,gh/1981208,2.1,2026-04-20,169429,MIT,19,,,2026-05-03T19:18:09+00:00
zertosh/loose-envify,gh/41947687,2.1,2026-04-20,595804,MIT,6,,,2026-05-03T19:18:09+00:00
zesterer/spin-rs,gh/21686666,,,,MIT,11,,,2026-05-17T23:43:17+00:00
zloirock/core-js,gh/11481338,5,2026-04-20,321216,MIT,43,,,2026-05-03T19:18:09+00:00
